Player Name,Pos.,Birthdate,Birthplace,Country,Seasons,GP,G,A,Pts,PIM,Yrs.,Birthplace_original,Country_original
Juraj Slafkovsky,L,30-03-2004,"Kosice, Slovakia",Slovakia,2022-2026,282,72,112,184,185,4,"Kosice, Slovakia",Slovakia
Kristian Kudroc,D,21-05-1981,"Michalovce, Slovakia",Slovakia,2000-2004,26,2,2,4,38,3,"Michalovce, Slovakia",Slovakia
Ladislav Karabin,L,16-02-1970,"Bratislava, Slovakia",Slovakia,1993-1994,9,0,0,0,2,1,"Bratislava, Slovakia",Slovakia
Ladislav Nagy,R,01-06-1979,"Kosice, Slovakia",Slovakia,1999-2008,435,115,196,311,358,8,"Kosice, Slovakia",Slovakia
Lubomir Vaic,L,06-03-1977,"Spisska Nova Ves, Slovakia",Slovakia,1997-2000,9,1,1,2,2,2,"Spisska Nova Ves, Slovakia",Slovakia
Lubomir Visnovsky,D,11-08-1976,"Topolcany, Slovakia",Slovakia,2000-2015,883,128,367,495,373,14,"Topolcany, Slovakia",Slovakia
Lubos Bartecko,L,14-07-1976,"Kezmarok, Slovakia",Slovakia,1998-2003,257,46,65,111,107,5,"Kezmarok, Slovakia",Slovakia
Marcel Hossa,L,12-10-1981,"Ilava, Slovakia",Slovakia,2001-2008,237,31,30,61,106,6,"Ilava, Slovakia",Slovakia
Marek Hrivik,L,28-08-1991,"Cadca, Slovakia",Slovakia,2015-2018,24,0,3,3,2,3,"Cadca, Slovakia",Slovakia
Marek Svatos,L,17-06-1982,"Kosice, Slovakia",Slovakia,2003-2011,344,100,72,172,217,7,"Kosice, Slovakia",Slovakia
Marian Cisar,R,25-02-1978,"Bratislava, Slovakia",Slovakia,1999-2002,73,13,17,30,57,3,"Bratislava, Slovakia",Slovakia
Marian Gaborik,R,14-02-1982,"Trencin, Slovakia",Slovakia,2000-2018,1035,407,408,815,492,17,"Trencin, Slovakia",Slovakia
Marian Hossa,R,12-01-1979,"Stara Lubovna, Slovakia",Slovakia,1997-2017,1309,525,609,1134,628,19,"Stara Lubovna, Slovakia",Slovakia
Marian Stastny,F,08-01-1953,"Bratislava, Slovakia",Slovakia,1981-1986,322,121,173,294,110,5,"Bratislava, Slovakia",Slovakia
Marian Studenic,R,28-10-1998,"Skalica, Slovakia",Slovakia,2020-2024,46,3,3,6,12,4,"Skalica, Slovakia",Slovakia
Mario Bliznak,C,06-03-1987,"Trencin, Slovakia",Slovakia,2009-2011,6,1,0,1,0,2,"Trencin, Slovakia",Slovakia
Martin Cibak,C,17-05-1980,"Liptovsky Mikulas, Slovakia",Slovakia,2001-2006,154,5,18,23,60,3,"Liptovsky Mikulas, Slovakia",Slovakia
Martin Fehervary,D,06-10-1999,"Bratislava, Slovakia",Slovakia,2019-2026,380,27,75,102,151,6,"Bratislava, Slovakia",Slovakia
Martin Marincin,D,18-02-1992,"Kosice, Slovakia",Slovakia,2013-2020,227,5,29,34,110,7,"Kosice, Slovakia",Slovakia
Martin Pospisil,C,19-11-1999,"Zvolen, Slovakia",Slovakia,2023-2026,166,13,39,52,210,3,"Zvolen, Slovakia",Slovakia
Martin Strbak,D,15-01-1975,"Presov, Slovakia",Slovakia,2003-2004,49,5,11,16,46,1,"Presov, Slovakia",Slovakia
Michal Handzus,C,11-03-1977,"Banska Bystrica, Slovakia",Slovakia,1998-2014,1009,184,298,482,498,15,"Banska Bystrica, Slovakia",Slovakia
Milan Bartovic,W,09-04-1981,"Trencin, Slovakia",Slovakia,2002-2006,50,3,14,17,26,3,"Trencin, Slovakia",Slovakia
Milan Jurcina,D,07-06-1983,"Liptovsky Mikulas, Slovakia",Slovakia,2005-2012,430,22,59,81,280,7,"Liptovsky Mikulas, Slovakia",Slovakia
Milan Kytnar,C,19-05-1989,"Topolcany, Slovakia",Slovakia,2011-2012,1,0,0,0,0,1,"Topolcany, Slovakia",Slovakia
Milos Kelemen,L,06-07-1999,"Zvolen, Slovakia",Slovakia,2022-2024,24,1,1,2,23,2,"Zvolen, Slovakia",Slovakia
Miroslav Satan,L,22-10-1974,"Topolcany, Slovakia",Slovakia,1995-2010,1050,363,372,735,464,14,"Topolcany, Slovakia",Slovakia
Miroslav Zalesak,C,02-01-1980,"Skalica, Slovakia",Slovakia,2002-2004,12,1,2,3,0,2,"Skalica, Slovakia",Slovakia
Patrik Koch,D,08-12-1996,"Malacky, Slovakia",Slovakia,2023-2024,1,0,0,0,10,1,"Malacky, Slovakia",Slovakia
Pavol Demitra,C,29-11-1974,"Dubnica, Slovakia",Slovakia,1993-2010,847,304,464,768,284,16,"Dubnica, Slovakia",Slovakia
Pavol Regenda,L,07-12-1999,"Michalovce, Slovakia",Slovakia,2022-2026,43,10,3,13,26,3,"Michalovce, Slovakia",Slovakia
Peter Bartos,C,05-09-1973,"Martin, Slovakia",Slovakia,2000-2001,13,4,2,6,6,1,"Martin, Slovakia",Slovakia
Peter Budaj,G,18-09-1982,"Banska Bystrica, Slovakia",Slovakia,2005-2019,368,0,11,11,20,13,"Banska Bystrica, Slovakia",Slovakia
Peter Cehlarik,R,02-08-1995,"Zilina, Slovakia",Slovakia,2016-2020,40,5,6,11,10,4,"Zilina, Slovakia",Slovakia
Peter Ihnacak,F,03-05-1957,"Poprad, Slovakia",Slovakia,1982-1990,417,102,165,267,175,8,"Poprad, Slovakia",Slovakia
Peter Olvecky,C,11-10-1985,"Nove Zamky, Slovakia",Slovakia,2008-2010,32,2,5,7,12,2,"Nove Zamky, Slovakia",Slovakia
Peter Sejna,L,05-10-1979,"Liptovsky Mikulas, Slovakia",Slovakia,2002-2007,49,7,4,11,12,4,"Liptovsky Mikulas, Slovakia",Slovakia
Peter Smrek,D,16-02-1979,"Martin, Slovakia",Slovakia,2000-2002,28,2,4,6,18,2,"Martin, Slovakia",Slovakia
Peter Stastny,F,18-09-1956,"Bratislava, Slovakia",Slovakia,1980-1995,977,450,789,1239,824,15,"Bratislava, Slovakia",Slovakia
Radoslav Hecl,D,10-11-1974,"Partizanske, Slovakia",Slovakia,2002-2003,14,0,0,0,2,1,"Partizanske, Slovakia",Slovakia
Radoslav Suchy,D,07-04-1976,"Kezmarok, Slovakia",Slovakia,1999-2006,451,14,57,71,104,6,"Kezmarok, Slovakia",Slovakia
Rastislav Stana,G,10-01-1980,"Kosice, Slovakia",Slovakia,2003-2004,6,0,0,0,0,1,"Kosice, Slovakia",Slovakia
Richard Lintner,D,15-11-1977,"Trencin, Slovakia",Slovakia,1999-2003,112,8,12,20,54,3,"Trencin, Slovakia",Slovakia
Richard Panik,R,07-02-1991,"Martin, Slovakia",Slovakia,2012-2022,521,88,107,195,274,10,"Martin, Slovakia",Slovakia
Richard Zednik,L,06-01-1976,"Banska Bystrica, Slovakia",Slovakia,1995-2009,745,200,179,379,563,13,"Banska Bystrica, Slovakia",Slovakia
Robert Dome,R,29-01-1979,"Skalica, Slovakia",Slovakia,1997-2003,53,7,7,14,12,3,"Skalica, Slovakia",Slovakia
Robert Petrovicky,C,26-10-1973,"Kosice, Slovakia",Slovakia,1992-2001,208,27,38,65,118,8,"Kosice, Slovakia",Slovakia
Robert Svehla,D,02-01-1969,"Martin, Slovakia",Slovakia,1994-2003,655,68,267,335,649,9,"Martin, Slovakia",Slovakia
Roman Tvrdon,C,29-01-1981,"Trencin, Slovakia",Slovakia,2003-2004,9,0,1,1,2,1,"Trencin, Slovakia",Slovakia
Ronald Petrovicky,R,15-02-1977,"Zilina, Slovakia",Slovakia,2000-2007,342,41,51,92,429,6,"Zilina, Slovakia",Slovakia
Samuel Honzek,L,12-11-2004,"Trencin, Slovakia",Slovakia,2024-2026,23,2,2,4,4,2,"Trencin, Slovakia",Slovakia
Samuel Knazko,D,07-08-2002,"Trencin, Slovakia",Slovakia,2022-2023,2,0,0,0,0,1,"Trencin, Slovakia",Slovakia
Simon Nemec,D,15-02-2004,"Liptovsky Mikulas, Slovakia",Slovakia,2023-2026,155,16,33,49,73,3,"Liptovsky Mikulas, Slovakia",Slovakia
Stanislav Gron,L,28-10-1978,"Bratislava, Slovakia",Slovakia,2000-2001,1,0,0,0,0,1,"Bratislava, Slovakia",Slovakia
Stefan Ruzicka,R,17-02-1985,"Nitra, Slovakia",Slovakia,2005-2008,55,4,13,17,47,3,"Nitra, Slovakia",Slovakia
Tomas Jurco,L,28-12-1992,"Kosice, Slovakia",Slovakia,2013-2021,221,22,31,53,64,7,"Kosice, Slovakia",Slovakia
Tomas Kopecky,R,05-02-1982,"Ilava, Slovakia",Slovakia,2005-2015,578,68,106,174,307,10,"Ilava, Slovakia",Slovakia
Tomas Malec,D,13-05-1982,"Skalica, Slovakia",Slovakia,2002-2007,46,0,2,2,47,4,"Skalica, Slovakia",Slovakia
Tomas Surovy,L,24-09-1981,"Banska Bystrica, Slovakia",Slovakia,2002-2006,126,27,32,59,71,3,"Banska Bystrica, Slovakia",Slovakia
Tomas Tatar,L,01-12-1990,"Ilava, Slovakia",Slovakia,2010-2025,927,227,269,496,316,14,"Ilava, Slovakia",Slovakia
Vladimir Mihalik,D,29-01-1987,"Presov, Slovakia",Slovakia,2008-2010,15,0,3,3,8,2,"Presov, Slovakia",Slovakia
Vladimir Orszagh,R,24-05-1977,"Banska Bystrica, Slovakia",Slovakia,1997-2006,289,54,65,119,194,7,"Banska Bystrica, Slovakia",Slovakia
Zdeno Chara,D,18-03-1977,"Trencin, Slovakia",Slovakia,1997-2022,1680,209,471,680,2085,24,"Trencin, Slovakia",Slovakia
Zdeno Ciger,L,19-10-1969,"Martin, Slovakia",Slovakia,1990-2002,352,94,134,228,101,7,"Martin, Slovakia",Slovakia
Zigmund Palffy,R,05-05-1972,"Skalica, Slovakia",Slovakia,1993-2006,684,329,384,713,322,12,"Skalica, Slovakia",Slovakia
Anze Kopitar,C,24-08-1987,"Jesenice, Slovenia",Slovenia,2006-2026,1521,452,864,1316,358,20,"Jesenice, Slovenia",Slovenia
Jan Mursak,R,20-01-1988,"Maribor, Slovenia",Slovenia,2010-2013,46,2,2,4,8,3,"Maribor, Slovenia",Slovenia
Harrison Brunicke,D,08-05-2006,"Johannesburg, South Africa",South Africa,2025-2026,9,1,0,1,6,1,"Johannesburg, South Africa",South Africa
Olaf Kolzig,G,06-04-1970,"Johannesburg, South Africa",South Africa,1989-2009,719,0,17,17,107,17,"Johannesburg, South Africa",South Africa
Jim Paek,D,07-04-1967,"Seoul, South Korea",South Korea,1990-1995,217,5,29,34,155,5,"Seoul, South Korea",South Korea
Richard Park,C,27-05-1976,"Seoul, South Korea",South Korea,1994-2012,738,102,139,241,266,14,"Seoul, South Korea",South Korea
Adam Almquist,D,27-02-1991,"Jonkoping, Sweden",Sweden,2013-2014,2,1,0,1,0,1,"Jonkoping, Sweden",Sweden
Adam Boqvist,D,15-08-2000,"Falun, Sweden",Sweden,2019-2026,272,27,76,103,58,7,"Falun, Sweden",Sweden
Adam Edstrom,C,12-10-2000,"Karlstad, Sweden",Sweden,2023-2026,97,10,6,16,31,3,"Karlstad, Sweden",Sweden
Adam Engstrom,D,17-11-2003,"Jarna, Sweden",Sweden,2025-2026,15,0,1,1,8,1,"Jarna, Sweden",Sweden
Adam Ginning,D,13-01-2000,"Linkoping, Sweden",Sweden,2022-2026,16,1,0,1,2,4,"Linkoping, Sweden",Sweden
Adam Larsson,D,12-11-1992,"Skelleftea, Sweden",Sweden,2011-2026,1012,59,207,266,577,15,"Skelleftea, Sweden",Sweden
Adam Werner,G,02-05-1997,"Mariestad, Sweden",Sweden,2019-2020,2,0,0,0,0,1,"Mariestad, Sweden",Sweden
Adam Wilsby,D,07-08-2000,"Stockholm, Sweden",Sweden,2024-2026,81,2,19,21,35,2,"Stockholm, Sweden",Sweden
Adrian Kempe,R,13-09-1996,"Kramfors, Sweden",Sweden,2016-2026,711,230,244,474,429,10,"Kramfors, Sweden",Sweden
Albert Johansson,D,04-01-2001,"Karlstad, Sweden",Sweden,2024-2026,143,6,14,20,46,2,"Karlstad, Sweden",Sweden
Alexander Edler,D,21-04-1986,"Ostersund, Sweden",Sweden,2006-2023,1030,104,335,439,733,17,"Ostersund, Sweden",Sweden
Alexander Holtz,R,23-01-2002,"Stockholm, Sweden",Sweden,2021-2026,191,26,29,55,44,5,"Stockholm, Sweden",Sweden
Alexander Urbom,D,20-12-1990,"Stockholm, Sweden",Sweden,2010-2014,34,3,1,4,28,4,"Stockholm, Sweden",Sweden
Alexander Wennberg,C,22-09-1994,"Stockholm, Sweden",Sweden,2014-2026,869,119,306,425,187,12,"Stockholm, Sweden",Sweden
Anders Carlsson,C,25-11-1960,"Gavle, Sweden",Sweden,1986-1989,104,7,26,33,34,3,"Gavle, Sweden",Sweden
Anders Eldebrink,D,11-12-1960,"Kalix, Sweden",Sweden,1981-1983,55,3,11,14,29,2,"Kalix, Sweden",Sweden
Anders Eriksson,D,09-01-1975,"Bollnas, Sweden",Sweden,1995-2010,572,22,154,176,242,13,"Bollnas, Sweden",Sweden
Anders Hakansson,F,27-04-1956,"Munkfors, Sweden",Sweden,1981-1986,330,52,46,98,141,5,"Munkfors, Sweden",Sweden
Anders Hedberg,R,25-02-1951,"Ornskoldsvik, Sweden",Sweden,1978-1985,465,172,226,398,144,7,"Ornskoldsvik, Sweden",Sweden
Anders Kallur,F,06-07-1952,"Ludvika, Sweden",Sweden,1979-1985,383,101,110,211,149,6,"Ludvika, Sweden",Sweden
Anders Lindback,G,03-05-1988,"Gavle, Sweden",Sweden,2010-2016,130,0,4,4,6,6,"Gavle, Sweden",Sweden
Anders Nilsson,G,19-03-1990,"Lulea, Sweden",Sweden,2011-2020,161,0,3,3,6,7,"Lulea, Sweden",Sweden
Anders Steen,F,28-04-1955,"Nykoping, Sweden",Sweden,1980-1981,42,5,11,16,22,1,"Nykoping, Sweden",Sweden
Andre Lee,L,26-07-2000,"Karlstad, Sweden",Sweden,2024-2026,26,2,3,5,11,2,"Karlstad, Sweden",Sweden
Andre Petersson,R,11-09-1990,"Olofstrom, Sweden",Sweden,2011-2012,1,0,0,0,0,1,"Olofstrom, Sweden",Sweden
Andreas Borgman,D,18-06-1995,"Stockholm, Sweden",Sweden,2017-2021,55,3,10,13,32,2,"Stockholm, Sweden",Sweden
Andreas Dackell,R,29-12-1972,"Gavle, Sweden",Sweden,1996-2004,613,91,159,250,162,8,"Gavle, Sweden",Sweden
Andreas Englund,D,21-01-1996,"Stockholm, Sweden",Sweden,2016-2026,200,2,18,20,190,8,"Stockholm, Sweden",Sweden
Andreas Engqvist,C,23-12-1987,"Stockholm, Sweden",Sweden,2010-2012,15,0,0,0,4,2,"Stockholm, Sweden",Sweden
Andreas Johansson,C,19-05-1973,"Falun, Sweden",Sweden,1995-2004,377,81,88,169,190,8,"Falun, Sweden",Sweden
Andreas Johnsson,R,21-11-1994,"Gavle, Sweden",Sweden,2017-2023,259,48,68,116,94,6,"Gavle, Sweden",Sweden
Andreas Karlsson,C,19-08-1975,"Ludvika, Sweden",Sweden,1999-2008,264,16,35,51,72,5,"Ludvika, Sweden",Sweden
Andreas Lilja,D,13-07-1975,"Helsingborg, Sweden",Sweden,2000-2013,580,16,71,87,563,12,"Helsingborg, Sweden",Sweden
Andreas Salomonsson,L,19-12-1973,"Ornskoldsvik, Sweden",Sweden,2001-2003,71,5,9,14,36,2,"Ornskoldsvik, Sweden",Sweden
Andreas Thuresson,L,18-11-1987,"Kristianstad, Sweden",Sweden,2009-2011,25,1,2,3,6,2,"Kristianstad, Sweden",Sweden
Anton Blidh,L,14-03-1995,"Molnlycke, Sweden",Sweden,2016-2026,89,4,9,13,43,9,"Molnlycke, Sweden",Sweden
Anton Forsberg,G,27-11-1992,"Harnosand, Sweden",Sweden,2014-2026,226,0,2,2,10,11,"Harnosand, Sweden",Sweden
Anton Frondell,C,07-05-2007,"Trangsund, Sweden",Sweden,2025-2026,12,3,6,9,4,1,"Trangsund, Sweden",Sweden
Anton Lander,C,24-04-1991,"Sundsvall, Sweden",Sweden,2011-2017,215,10,25,35,56,6,"Sundsvall, Sweden",Sweden
Anton Lindholm,D,29-11-1994,"Skelleftea, Sweden",Sweden,2016-2020,66,0,5,5,16,4,"Skelleftea, Sweden",Sweden
Anton Rodin,R,21-11-1990,"Stockholm, Sweden",Sweden,2016-2017,3,0,1,1,0,1,"Stockholm, Sweden",Sweden
Anton Stralman,D,01-08-1986,"Tibro, Sweden",Sweden,2007-2023,938,63,230,293,287,16,"Tibro, Sweden",Sweden
Anton Wedin,L,01-03-1993,"Sundsvall, Sweden",Sweden,2019-2020,4,0,0,0,4,1,"Sundsvall, Sweden",Sweden
Arvid Soderblom,G,19-08-1999,"Goteborg, Sweden",Sweden,2021-2026,112,0,0,0,4,5,"Goteborg, Sweden",Sweden
Axel Jonsson-Fjallby,L,10-02-1998,"Stockholm, Sweden",Sweden,2021-2024,99,10,13,23,12,3,"Stockholm, Sweden",Sweden
Axel Sandin-Pellika,D,11-03-2005,"Gallivare, Sweden",Sweden,2025-2026,68,7,14,21,18,1,"Gallivare, Sweden",Sweden
Bengt Gustafsson,F,23-03-1958,"Karlskoga, Sweden",Sweden,1979-1989,629,196,359,555,196,9,"Karlskoga, Sweden",Sweden
Bengt Lundholm,F,04-08-1955,"Falun, Sweden",Sweden,1981-1986,275,48,95,143,72,5,"Falun, Sweden",Sweden
Bert Robertsson,D,30-06-1974,"Sodertalje, Sweden",Sweden,1997-2001,123,4,10,14,75,4,"Sodertalje, Sweden",Sweden
Bjorn Johansson,D,15-01-1956,"Orebro, Sweden",Sweden,1976-1978,15,1,1,2,10,2,"Orebro, Sweden",Sweden
Bjorn Melin,L,04-07-1981,"Jonkoping, Sweden",Sweden,2006-2007,3,1,0,1,0,1,"Jonkoping, Sweden",Sweden
Bo Berglund,F,06-04-1955,"Sjalevad, Sweden",Sweden,1983-1986,130,28,39,67,40,3,"Sjalevad, Sweden",Sweden
Bob Nystrom,R,10-10-1952,"Stockholm, Sweden",Sweden,1972-1986,900,235,278,513,1248,14,"Stockholm, Sweden",Sweden
Borje Salming,D,17-04-1951,"Kiruna, Sweden",Sweden,1973-1990,1148,150,637,787,1344,17,"Kiruna, Sweden",Sweden
Calle Jarnkrok,C,25-09-1991,"Gavle, Sweden",Sweden,2013-2026,774,143,173,316,163,13,"Gavle, Sweden",Sweden
Calle Johansson,D,14-02-1967,"Gothenburg, Sweden",Sweden,1987-2004,1109,119,416,535,519,17,"Gothenburg, Sweden",Sweden
Calle Rosen,D,02-02-1994,"Vaxjo, Sweden",Sweden,2017-2024,93,11,20,31,22,6,"Vaxjo, Sweden",Sweden
Carl Dahlstrom,D,28-01-1995,"Stockholm, Sweden",Sweden,2017-2022,67,0,12,12,14,4,"Stockholm, Sweden",Sweden
Carl Grundstrom,R,01-12-1997,"Umea, Sweden",Sweden,2018-2026,339,52,37,89,127,8,"Umea, Sweden",Sweden
Carl Gunnarsson,D,09-11-1986,"Orebro, Sweden",Sweden,2009-2021,629,30,108,138,179,12,"Orebro, Sweden",Sweden
Carl Hagelin,L,23-08-1988,"Sodertalje, Sweden",Sweden,2011-2022,713,110,186,296,293,11,"Sodertalje, Sweden",Sweden
Carl Klingberg,R,28-01-1991,"Gothenburg, Sweden",Sweden,2010-2015,12,1,0,1,4,4,"Gothenburg, Sweden",Sweden
Carl Lindbom,G,20-05-2003,"Stockholm, Sweden",Sweden,2025-2026,8,0,0,0,0,1,"Stockholm, Sweden",Sweden
Carl Soderberg,C,12-10-1985,"Malmo, Sweden",Sweden,2012-2021,597,110,187,297,210,9,"Malmo, Sweden",Sweden
Christer Kellgren,F,15-08-1958,"Goteborg, Sweden",Sweden,1981-1982,5,0,0,0,0,1,"Goteborg, Sweden",Sweden
Christer Olsson,D,24-07-1970,"Arboga, Sweden",Sweden,1995-1997,56,4,12,16,24,2,"Arbiga, Sweden",Sweden
Christian Backman,D,28-04-1980,"Alingsas, Sweden",Sweden,2002-2009,302,23,56,79,182,6,"Alingsas, Sweden",Sweden
Christian Berglund,L,12-03-1980,"Orebro, Sweden",Sweden,2001-2004,86,11,16,27,42,3,"Orebro, Sweden",Sweden
Christian Djoos,D,06-08-1994,"Gothenburg, Sweden",Sweden,2017-2021,155,7,31,38,28,4,"Gothenburg, Sweden",Sweden
Christian Folin,D,09-02-1991,"Gothenburg, Sweden",Sweden,2013-2020,244,8,36,44,120,7,"Gothenburg, Sweden",Sweden
Christoffer Ehn,C,05-04-1996,"Skara, Sweden",Sweden,2018-2020,114,5,8,13,8,2,"Skara, Sweden",Sweden
Cristopher Nilstorp,G,16-02-1984,"Malmo, Sweden",Sweden,2012-2014,6,0,0,0,0,2,"Malmo, Sweden",Sweden
Cutter Gauthier,L,19-01-2004,"Skelleftea, Sweden",Sweden,2023-2026,159,61,53,114,48,3,"Skelleftea, Sweden",Sweden
Dan Labraaten,L,05-09-1951,"Leksand, Sweden",Sweden,1978-1982,268,71,73,144,47,4,"Leksand, Sweden",Sweden
Daniel Alfredsson,R,11-12-1972,"Gothenburg, Sweden",Sweden,1995-2014,1246,444,713,1157,510,18,"Gothenburg, Sweden",Sweden
Daniel Bang,R,19-04-1987,"Kista, Sweden",Sweden,2012-2013,8,0,2,2,0,1,"Kista, Sweden",Sweden
Daniel Sedin,L,26-09-1980,"Ornskoldsvik, Sweden",Sweden,2000-2018,1306,393,648,1041,546,17,"Ornskoldsvik, Sweden",Sweden
Daniel Tjarnqvist,D,14-10-1976,"Vannas, Sweden",Sweden,2001-2009,352,18,72,90,130,6,"Vannas Koeping, Sweden",Sweden
David Gustafsson,C,11-04-2000,"Tingsryd, Sweden",Sweden,2019-2025,149,6,14,20,13,6,"Tingsryd, Sweden",Sweden
David Printz,D,24-07-1980,"Stockholm, Sweden",Sweden,2005-2007,13,0,0,0,4,2,"Stockholm, Sweden",Sweden
David Rundblad,D,08-10-1990,"Lycksele, Sweden",Sweden,2011-2016,113,4,21,25,30,5,"Lycksele, Sweden",Sweden
David Ullstrom,C,22-04-1989,"Jonkoping, Sweden",Sweden,2011-2013,49,6,7,13,12,2,"Jonkoping, Sweden",Sweden
Dennis Everberg,L,31-12-1991,"Vasteras, Sweden",Sweden,2014-2016,70,3,9,12,10,2,"Vasteras, Sweden",Sweden
Dennis Hildeby,G,19-08-2001,"Jarfalla, Sweden",Sweden,2024-2026,26,0,0,0,0,2,"Jarfalla, Sweden",Sweden
Dennis Rasmussen,C,03-07-1990,"Vasteras, Sweden",Sweden,2015-2018,139,9,12,21,24,3,"Vasteras, Sweden",Sweden
Dick Tarnstrom,D,20-01-1975,"Sundbyberg, Sweden",Sweden,2001-2008,306,35,105,140,254,5,"Sundbyberg, Sweden",Sweden
Douglas Murray,D,12-03-1980,"Bromma, Sweden",Sweden,2005-2014,518,7,57,64,412,9,"Bromma, Sweden",Sweden
Eddie Lack,G,05-01-1988,"Norrtalje, Sweden",Sweden,2013-2018,144,0,2,2,2,5,"Norrtalje, Sweden",Sweden
Elias Lindholm,C,02-12-1994,"Boden, Sweden",Sweden,2013-2026,969,252,400,652,253,13,"Boden, Sweden",Sweden
Elias Pettersson,C,12-11-1998,"Sundsvall, Sweden",Sweden,2018-2026,545,200,308,508,108,8,"Sundsvall, Sweden",Sweden
Elias Pettersson,D,16-02-2004,"Vasteras, Sweden",Sweden,2024-2026,98,4,9,13,56,2,"Vasteras, Sweden",Sweden
Elias Salomonsson,D,31-08-2004,"Skelleftea, Sweden",Sweden,2025-2026,32,1,4,5,12,1,"Skelleftea, Sweden",Sweden
Elmer Soderblom,L,05-07-2001,"Gothenburg, Sweden",Sweden,2022-2026,106,16,16,32,37,3,"Gothenburg, Sweden",Sweden
Emil Andrae,D,23-02-2002,"Vastervik, Sweden",Sweden,2023-2026,107,3,17,20,38,3,"Vastervik, Sweden",Sweden
Emil Bemstrom,C,01-06-1999,"Nykoping, Sweden",Sweden,2019-2025,242,34,41,75,30,6,"Nykoping, Sweden",Sweden
Emil Heineman,L,16-11-2001,"Leksand, Sweden",Sweden,2023-2026,148,32,17,49,38,3,"Leksand, Sweden",Sweden
Erik Andersson,L,19-08-1971,"Stockholm, Sweden",Sweden,1997-1998,12,2,1,3,8,1,"Stockholm, Sweden",Sweden
Erik Brannstrom,D,02-09-1999,"Eksjo, Sweden",Sweden,2018-2025,294,10,67,77,162,7,"Eksjo, Sweden",Sweden
Erik Ersberg,G,08-03-1982,"Sala, Sweden",Sweden,2007-2010,53,0,0,0,2,3,"Sala, Sweden",Sweden
Erik Gustafsson,D,15-12-1988,"Kvissleby, Sweden",Sweden,2010-2014,91,6,17,23,14,4,"Kvissleby, Sweden",Sweden
Erik Gustafsson,D,14-03-1992,"Nynashamn, Sweden",Sweden,2015-2026,517,47,193,240,165,10,"Nynashamn, Sweden",Sweden
Erik Kallgren,G,14-10-1996,"Stockholm, Sweden",Sweden,2021-2023,24,0,0,0,2,2,"Stockholm, Sweden",Sweden
Erik Karlsson,D,31-05-1990,"Landsbro, Sweden",Sweden,2009-2026,1159,215,721,936,508,17,"Landsbro, Sweden",Sweden
Erik Portillo,G,03-09-2000,"Gothenburg, Sweden",Sweden,2024-2025,1,0,0,0,0,1,"Gothenburg, Sweden",Sweden
Fabian Brunnstrom,L,06-02-1985,"Jonstorp, Sweden",Sweden,2008-2012,104,19,22,41,22,3,"Jonstorp, Sweden",Sweden
Fabian Lysell,R,19-01-2003,"Gothenburg, Sweden",Sweden,2024-2025,12,1,2,3,6,1,"Gothenburg, Sweden",Sweden
Fabian Zetterlund,L,25-08-1999,"Karlstad, Sweden",Sweden,2021-2026,329,69,80,149,77,5,"Karlstad, Sweden",Sweden
Felix Sandstrom,G,12-01-1997,"Gavle, Sweden",Sweden,2021-2024,30,0,0,0,0,3,"Gavle, Sweden",Sweden
Filip Forsberg,L,13-08-1994,"Ostervala, Sweden",Sweden,2012-2026,862,358,398,756,379,14,"Ostervala, Sweden",Sweden
Filip Gustavsson,G,07-06-1998,"Skelleftea, Sweden",Sweden,2020-2026,219,1,5,6,0,6,"Skelleftea, Sweden",Sweden
Filip Hallander,C,29-06-2000,"Sundsvall, Sweden",Sweden,2021-2026,16,1,3,4,2,3,"Sundsvall, Sweden",Sweden
Filip Roos,D,05-01-1999,"Gothenburg, Sweden",Sweden,2022-2024,21,1,2,3,4,2,"Gothenburg, Sweden",Sweden
Fredrik Bremberg,R,21-06-1973,"Sodertalje, Sweden",Sweden,1998-1999,8,0,0,0,2,1,"Sodervalie, Sweden",Sweden
Fredrik Claesson,D,24-11-1992,"Stockholm, Sweden",Sweden,2015-2022,170,7,21,28,62,7,"Stockholm, Sweden",Sweden
Fredrik Handemark,C,27-08-1993,"Bjorbo, Sweden",Sweden,2020-2021,8,1,0,1,2,1,"Bjorbo, Sweden",Sweden
Fredrik Karlstrom,C,12-01-1998,"Stockholm, Sweden",Sweden,2021-2023,8,0,1,1,0,2,"Stockholm, Sweden",Sweden
Fredrik Modin,L,08-10-1974,"Sundsvall, Sweden",Sweden,1996-2011,898,232,230,462,453,14,"Sundsvall, Sweden",Sweden
Fredrik Olausson,D,05-10-1966,"Dadesjo, Sweden",Sweden,1986-2003,1022,147,434,581,452,16,"Dadesjo, Sweden",Sweden
Fredrik Olofsson,L,27-05-1996,"Helsingborg, Sweden",Sweden,2022-2024,85,4,9,13,10,2,"Helsingborg, Sweden",Sweden
Fredrik Sjostrom,R,06-05-1983,"Fargelanda, Sweden",Sweden,2003-2011,489,46,58,104,190,7,"Fargelanda, Sweden",Sweden
Gabriel Carlsson,D,02-01-1997,"Orebro, Sweden",Sweden,2016-2023,81,3,15,18,22,7,"Orebro, Sweden",Sweden
Gabriel Landeskog,L,23-11-1992,"Stockholm, Sweden",Sweden,2011-2026,798,262,344,606,648,13,"Stockholm, Sweden",Sweden
